event,text
fifa_final,@RudeDog86 wot score today #FAcup
fifa_final,@CFCStuff: Chelsea have won all 6 FA Cup matches played at the new Wembley Stadium. #CFC
fifa_final,@henrywinter did you say £10?? Wow!! #FACupFinal
fifa_final,@johncrossmirror This is also known as the Ramsey/Diaby/Denilson/Almunia syndrome
fifa_final,@ESPNTVUK: Phil Dowd inspects the Wembley turf ahead of the #FACupFinal between @chelseafc and @LFC http://t.co/kKdQ9QhI
fifa_final,@chelsea4girls: @chelseafc #CFCWembley cup of Chelsea tea before kick off! http://t.co/8UWDQEM6
fifa_final,Can't wait to see liverpool get thrashed tonight #LFC #CFC
fifa_final,Nerves are really kicking in now. Come on Liverpool!! #LFC #Wembley
fifa_final,@adidasUK: * @ChelseaFC fans *... Ahead of the all-adidas #FACUP final  can you #takethestage? this tweet more than the Liverpool  ...
fifa_final,@ShaunaMuamba @fmuamba How lucky you are! My club  @LFC  will show its character! We are the underdogs but we have character. Enjoy!
fifa_final,“@jordanrollocks: Walk on with hope in your heart  and you'll never walk alone... #LFC #FAcup” #buzzing
fifa_final,“@LFC: Liverpool fans in fine voice in the pubs around Wembley. Here's the scene outside the Torch http://t.co/TeRWsiLA” roll reds!
fifa_final,#facup No less than that right now just about all is smart!  http://t.co/w68DL8MW
fifa_final,@liverpool: Are you ready for the final? Share your pics... #lfc
fifa_final,For those asking my team is @LiverpoolFC : LET'S GO LADS.
fifa_final,Yes I'm from merseyside and yes I WILL be supporting Chelsea. #FACupFinal
fifa_final,FA Cup final!! Liverpool Vs Chelsea !!  Hehehe #LFC Come on REDs !!
fifa_final,@LucasLeiva87 when you back for us? #lfc
fifa_final,@JamieDalton82 Surprised he wasn't in the team of the year
fifa_final,Walk on  walk on  With hope in your heart  And you'll never walk alone  You'll never walk alone... #YNWA #LFC
fifa_final,@thefadotcom: The FA will donate £1 for every #FACup Final match programme sold to the charity Cardiac Risk in the Young (@CRY_UK)htt ...
fifa_final,@stamfordsally15: I 💙 Chelsea FC. Let's paint Wembley blue and get our first trophy of the season! #KTBFFH #CFCWembley
fifa_final,Can't bring myself to support Chelsea or Liverpool today..Would be nice if they could both lose! #FACup
fifa_final,Chelsea vs Liverpool. Who will win? #FaCup #Final #KeepTheBlueFlagFlyingHigh #Wembley #UstazAzzatIdrus
fifa_final,Go the blues @chelseafc
fifa_final,@chelseafc go blues from florence !!!!:-)
fifa_final,YOU'LL NEVER WALK ALONE!Let's go Liverpool! @LFC @FOXSoccer #YNWA #LFCvsChelsea #FACupFinals
fifa_final,If you're wearing a 'half&amp;half' scarf  then you are a complete and utter gobshite. #FaCupFinal #LFC
fifa_final,Just the news mentioning Liverpool and #FACupFinal is enough to wake Pete from his slumber :(
fifa_final,@liverpool @LFC @Anfield_Talk @empireofthekop any team news?
fifa_final,From Villa Fan lol &gt;&gt;&gt; @MattLawExpress: Everyone asking for a villa favour - jeez  you're desperate #nevergonnahappen
fifa_final,@MattLawExpress villa can get a draw tomorrow  right?!
fifa_final,Got to say that Liverpool fans are some of the best in the world #LFC
fifa_final,2 hours 5 mins :) ##lfc #wheregonnatakethecupaway
fifa_final,@liverpool go get them reds @delvano #lfc http://t.co/PlUQnl0z
fifa_final,@BradleyCousins: Genuinely scared for the match #lfc #ynwa
fifa_final,Glory is all we know@GoalUK #CFCWembley
fifa_final,@johncrossmirror because wenger is stubborn &amp; the more the fans demand it the more he resists! He also seems incapable of teaching defending
fifa_final,Few quid on downing 1st goalscorer FAcup final @25/1 with @paddypower with money back special if Suarez scores #norisk #FACupFinal
fifa_final,Share us a pic with the lads  can't wait for the game @chelseafc #CFCWembley
fifa_final,@chelsea4girls: @chelseafc #CFCWembley cup of Chelsea tea before kick off! http://t.co/8UWDQEM6
fifa_final,@chelseafc: @AndrewCollins80: Leaving for Wembley  nervous  but pretty sure we can do it!! #comeonyoublues #CFCWembley #KTBFFH #Wemble
fifa_final,@chubbyaloneso HAHAHA! First Agger  now Skrtel. What brought on this murderous mood? #CFC fans beware :D Nah  surprisingly I like my family.
fifa_final,@RickyH_96_LFC: Come on Redmen  make it a special day for our club and its fans.  Please dont make it too stressful (wishful thinking ...
fifa_final,and suddenly   suddenly nervousness kicks in #FaCupFinal
fifa_final,Fancy Chelsea 2-1 #facup
fifa_final,@chelsea4girls: @chelseafc #CFCWembley cup of Chelsea tea before kick off! http://t.co/8UWDQEM6
fifa_final,Suarez is a cunt! #facup #wembley #facts
fifa_final,Still keep thinking hes Patrick Keilty though #espn #FaCupfinal
fifa_final,Listening to woman John Lennon cause #lfc is my first my last!
fifa_final,@LukeTraynorEcho: Good banner. 'S'appenin' Wembley' #lfc@wembley
fifa_final,@Jay_78_: #LFC Drogba banner again http://t.co/SoUP9VAN
fifa_final,@syelaw: Kicking off in Melbourne at the liverpool supporters club at the imperial despite the 2.15am kick off. Come on you reds. #LFC
fifa_final,@CFCStuff: Frank Lampard on the FA Cup Final: “'To win the FA Cup will be tough  but I'm determined to do it and keep our form going” ...
fifa_final,@Jay_78_: #LFC Drogba banner again http://t.co/SoUP9VAN
fifa_final,@MenOfShankly: To #CFC you have won 22 trophies in your history. Kenny has won 28 alone.
fifa_final,@johncrossmirror injure Ramsey!
fifa_final,Aw someone's getting ready for the #FACupFinal #CFC http://t.co/2NEhwfhw
fifa_final,@JoshHall8: Nervous for the match but confident at the same time #LFC #FACupfinal #ComeOnLiverpool
fifa_final,On the sesh for the mighty LFC #FACup 8 tequilas  12 pints. Gna get very aggresive if we lose lol
fifa_final,On the way to wembley!! Come on you bluuuuuuues #cfc #FAcup
fifa_final,Made my day seeing a sign that says s'appen wembley #LFC
fifa_final,comeone @LFC lets win this #YNWA
fifa_final,*drums fingers*  the #facupfinal seems to be a bit late.  I'm sure it'll be here soon though. *looks at watch*
fifa_final,@graze2type: @LFC: The rain is falling in London but it hasn't dampened Liverpudlian spirits outside the ... http://t.co/pR5FesDD
fifa_final,To be honest Id rather we DIDN'T #snaptheflags. Had enough bad press this year. #LFC
fifa_final,Torres to bag the winner #Fate #CFC
fifa_final,Great morning- @EssendonFC wins #afldonslions  now time for @LFC to win the #FACup. Go on Liverpool! #YNWA cc @jamesaviaz
fifa_final,#WhatIMissMost Liverpool in the UCL. #YNWA #LFC
fifa_final,Heading home after a few beers! Build up for the #FACup and top 3 coming soon! #YNWA #LiverpoolFC
fifa_final,hope liverpool win tonight!! @LFC
fifa_final,@ChrisHewitt @jeremydrysdale may the best team win and all that shite x #cfc
fifa_final,@leesiemaszko: this pic plse reds fans  #FACupFinal #ChelseaScum #Disrespect #JFT96 #LFC #YNWA http://t.co/xQFWh8Kk
fifa_final,Big day for @LFC. Good luck to the lads #YNWA
fifa_final,@adidasUK: * @LFC fans *... Ahead of the all-adidas #FACUP final  can you #takethestage? this tweet more than the Chelsea fans! #L ...
fifa_final,Outside the shankly gates  I heard a kopite calling........ #LFC #YNWA
fifa_final,Getting ready to go pub an get messy whilst watching my boys rape Liverpool with no lube #CFC
fifa_final,Finding distractions... can't watch the FA cup final  too tense #liverpool #chelsea #facupfinal come on you reds!
fifa_final,Keep the Blue flag flying high!!!! Come On Chelsea! #CFC
fifa_final,All the kings men are marching again #LFC #Kennysarmy #LFCFamily
fifa_final,@mrjakehumphrey have you met the wonderful @maryjessmusic who's singing Abide with Me before the #facup?
fifa_final,@chelseafc what time is the #FACupFinal
fifa_final,I liked an @YouTube videofrom @chelseafc http://t.co/G4cQfVxp Chelsea FC - Team news pre Liverpool
fifa_final,Ready for this FA Cup Final. #YNWA #LFC
fifa_final,Woaaah  di retweet @liverpool: @hidro20: done @liverpool: Are you ready for the final? Share your pics... #lfc http://t.co/dIOSd9Fa
fifa_final,⚽💙🏆 !!! FA CUP FINAL TODAY !!! COME ON #CHELSEA #CFC #TeamBlue ⚽💙🏆
fifa_final,ASHLEY cole is an achiever with CHEL since leaving  now CL awaits him. RVP d BRIDGE awaits you. At least one trophy every two seasons#cfc
fifa_final,@riannabell: Keep the blue flags flying high #CFCWembley @chelseafc http://t.co/Ac4tO6SA
fifa_final,off to the pub in a bit gonna watch the reds win with @ThomNorth and rob and wait for the girlies to come out at about 7 #lfc #ynwa
fifa_final,@chelseafc: It's #FACupFinal day  and is there a better feeling than another #CFCWembley day? Feeling confident Blues fans? (SL)
fifa_final,@LFC Common today we an get that second trophy of the season. #YNWA
fifa_final,@SillySeason: Best banner today! #cfc #lfc #ktbffh #ynwa  http://t.co/F4goZPQI
fifa_final,@liverpool: Are you ready for the final? Share your pics... #lfc
fifa_final,@lampsindofans: Can't hardly wait for the match! #Chelsea #FACupFinal :D
fifa_final,Beyond nervous now #LFC
fifa_final,@chelseafc LET'S GO BLUES!!! :)
fifa_final,#FACupFinal Come on you Redmen! #nervous
fifa_final,@chelseafc chelsea give me something to cheer of tonight. 2-1 victory too night #chelsea
fifa_final,@bluechampion: Chelsea fans can join the Chelsea live match chat just before kick off here - http://t.co/IJwMD2rg #CFC @chelseafc
fifa_final,@chelseafc Come On Chelsea! U can win U are The best! I am gonna put my chelsea shirt and enjoy the game that u r going to win! :D let's go!
fifa_final,Safe journey to family &amp; friends en route to Wembley @LFC YNWA
fifa_final,Can't decide who i want to start.. Didi or Nando! #CFC
fifa_final,Club wembley remembers the good times #FAcupfinal #Lfc http://t.co/F2QkpBYl
fifa_final,We will emerge champions 2day#CFC wembley. http://t.co/09w3AY9V
fifa_final,@LFC Just as everyone will be famous for 15 minutes  so everyone will manage Chelsea eventually. #LFC
fifa_final,@redisticwear: About 2 hours to go #FACUPFINAL #LFC #WEMBLEY
fifa_final,@Jay_78_: #LFC Drogba banner again http://t.co/SoUP9VAN
fifa_final,So followers  #FACupFinal. Who you cheering? #Liverpool  #Chelsea or neither?
fifa_final,@DixonFasola well  when you live in Europe you have too choose a team. I choose @chelseafc :)
fifa_final,Watching some Geordie Shore to pass the time. The day's started well  it could turn out amazing! #FACupFinal #LFC
fifa_final,@MattLawExpress Get big Emile on the phone and tell him to deliver one of this performances like he did in Munich all those years ago!
fifa_final,@KaiserJonny @agh57 nerve settler - sat in local with brother in law who is #lfc - has to be done  http://t.co/h2Bc3O4B
fifa_final,In work but still showing support 4 my beloved blues! 1st of 2 trophies heading bck to the bridge today! @chelseafc http://t.co/IOMzALQM
fifa_final,Yes  will call u after the #LFC game @RAYthorpeSA: @2kwik4uwp Zee  we still on for that ride in the AM?
fifa_final,Tonight FA cup final @chelseafc vs liverpool  be there guys
fifa_final,"@talkSPORT: Former Liverpool captain says league position is more important than cup wins: http://t.co/K649jTzr #LFC"
fifa_final,#LFC have beaten #CFC couple of times this year..and comprehensively too.  Just got a bad feeling #CFC are due a win.
fifa_final,@ChelseaChadder: Im standing next to Elvis from the @chelseafc stadium tours on the tube. #Chelsea #cfc
fifa_final,@liverpool: @hidro20: done @liverpool: Are you ready for the final? Share your pics... #lfc http://t.co/r8YoZ0Dn
fifa_final,Come on you reds!!! #facupfinal http://t.co/cnYSrc1A
fifa_final,With love from mexican @chelseafc fans to Liverpool: YNWA (You Never Win Ashit) come on blues!! #CFCWembley
fifa_final,"@YOLO_soEnjoy: @barackoblue ok followback #cfc mate:)"done
fifa_final,On my couch watching #LFC's Cup highlights. The fans are awakening the butterflies in my tummy! Soooo nervous now...
fifa_final,OUR CLUB. OUR CREST. OUR LIFE. @LFC
fifa_final,Are u red or blue? @LeratoMoen: As the time draws closer....nail-biting moments #FACup
fifa_final,“@Phattphil: @JonTitley @toothy13 @tommylad80 @chewstarmatt” @perkotay @Nejscot all ready for match. Cone on #LFC http://t.co/3fWRFmSK
fifa_final,@chelsea4girls @chelseafc nice :)
fifa_final,@SebKeenan @Skeeny91 when's the 55 #facup final party starting?
fifa_final,#FACupFinal COME ON CHELSEA !!  COME ON CHELSEA !! COME ON CHELSEA !!  #CFC
fifa_final,@scottmatthewman: quietly confident we can dick the blue scum #LFC
fifa_final,Can I stay awake for #FACupFinal ...? ⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽
fifa_final,@misslisaxx5xx: Shit club no history excitement buildin now in the house fa cup final come on red men #lfc #ynwa http://t.co/Z01GebDJ
fifa_final,will be mostly doing anything other than watching the fa cup final  come on chelsea  the lesser of 2 evils! #facup #bnpplayers
fifa_final,Shirt on...drink chilling...football songs on...let's do this...COME ON CHELSEA #CFC #FACupFinal @chelseafc
fifa_final,Out for a pub lunch  loads of people in here already for the #FACupFinal later!
fifa_final,“@Fleetington: @AChauvinistPig who do you fancy for the cup?” Liverpool for the kup 3-1 #FACupFinal
fifa_final,@ChelseaChadder: Im standing next to Elvis from the @chelseafc stadium tours on the tube. #Chelsea #cfc
fifa_final,@chelseafc Just to let you no you havnt won the FA CUP yet  Dont get you hopes up yet. Come on LFC!!!! @JAMIEWILK0 @Hailingball
fifa_final,@itvfootball: At around 4.15pm today in our live #FACupFinal show today - Adrian Chiles interviews miracle man Fabrice #Muamba
fifa_final,Are you ready for the Final? #LFC
fifa_final,@LFCTS Liverpool 3 Chelsea 2 #LFCFamily #lfc2wembley @LFC
fifa_final,#SonySix is not available on #TataSky !! How the @#%$ will I watch the #FACupFinals ???? #LFC
fifa_final,@chelsea4girls: @chelseafc #CFCWembley cup of Chelsea tea before kick off! http://t.co/8UWDQEM6
fifa_final,Liverpool on pens… “@fifagamernet: So who's going to win the FA Cup today? Let us know! http://t.co/4zP4lmlS #FACup #LFC #CFC #FIFA12”
fifa_final,Wish Kenny announced the team earlier  he always leaves it so late. #LFC #YNWA
fifa_final,@DStv: Who will leave the Wembley Stadium #FACup Champions? Chelsea vs Liverpool on SS3 from 17:00 http://t.co/MHxXZ5MV
fifa_final,LIVERPOOL FC WE LOVE YOU #FACUPFINAL
fifa_final,Awkward feeling @chelseafc will win today's FA cup but it will not come easy.
fifa_final,@EamonGrimes Fuckin right my good man. Not long to go. I'm well looking forward to the big game. Come on boys. #LFC #YNWA
fifa_final,@thefadotcom  Bet police are sitting there watching the #cfc #lfc fans get drunk thinking we have to clean this mess up #FACupFinal
fifa_final,Work done for the day! Now to get back and watch Liverpool win our second trophy this season #lfc
fifa_final,Pitchside for ESPN: Craig Burley  Gus Poyet  Rebecca Lowe  John Barnes and Kevin Keegan #FACupFinal http://t.co/uRNGXVTz
fifa_final,@RileysBristol: #FACup live on two 3m wide bigscreens @ClubRileys @RileysBristol Park St w/Casino #blackjack #poker #Bristol from 8pm ...
fifa_final,@gazza33  ha ha yeah you shouldve done vino here after our eggs benedict breakfast #CFC #facup
fifa_final,I Know I am I'm sure I am I'm blue until I die! @chelseafc
fifa_final,@stamfordsally15: I 💙 Chelsea FC. Let's paint Wembley blue and get our first trophy of the season! #KTBFFH #CFCWembley
fifa_final,Where's the team news? Should be out v soon??? #lfc
fifa_final,@AimanWGaskarth: 2hr to #FACupFinal kickoff!
fifa_final,Three o'clock. Why hasn't the #cupfinal kicked off? Have I got the wrong weekend? #facup
fifa_final,@MattLawExpress HO'WAY MAN! #VivaHeskey!
fifa_final,@garysmith13: Excited to see @LFC take home the FA Cup. #BeatChelsea
fifa_final,@lampsindofans: Can't hardly wait for the match! #Chelsea #FACupFinal :D
fifa_final,Starting off #CincoDeMayo right. Cheese eggs before the #FACupFinal keep everything around me purple.
fifa_final,@chelsea4girls: @chelseafc #CFCWembley cup of Chelsea tea before kick off! http://t.co/8UWDQEM6
fifa_final,i will be happy to see chelsea win today then lose the champions league final #facup
